home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles,nearest_xpress_park_ride,nearest_xpress_node_code,nearest_xpress_route_ids,distance_to_xpress_miles,outside_marta_10_miles,xpress_access_within_10_miles,xpress_extension_candidate
30122,"Douglas County, GA",284,28,33.766909,-84.641356,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,9.91,Douglas MMTC Park and Ride,XPRESS-400006,463,5.14,false,true,false
30305,"Fulton County, GA",284,28,33.834063,-84.392063,LINDBERGH CENTER STATION,MARTA-LINDBERGH-CENTER,1.50,Indian Trail Park and Ride,XPRESS-420032,415|416,14.08,false,false,false
30047,"Gwinnett County, GA",279,28,33.870125,-84.112322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,9.65,Hewatt Rd Park and Ride,XPRESS-400010,419,3.69,false,true,false
30087,"DeKalb County, GA",274,27,33.791402,-84.098277,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,7.68,Hewatt Rd Park and Ride,XPRESS-400010,419,3.98,false,true,false
30064,"Cobb County, GA",271,27,33.940455,-84.609708,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,14.47,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,6.36,true,true,true
30144,"Cobb County, GA",271,27,34.036845,-84.591033,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,14.83,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,1.33,true,true,true
30035,"DeKalb County, GA",269,27,33.724452,-84.204244,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,3.45,Panola Rd Park and Ride,XPRESS-400016,426,2.35,false,true,false
30101,"Cobb County, GA",268,27,34.034515,-84.707349,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,20.99,Hickory Grove Park and Ride,XPRESS-400030,484,5.88,true,true,true
30044,"Gwinnett County, GA",264,26,33.921502,-84.068873,DORAVILLE STATION,MARTA-DORAVILLE,12.23,Xpress Sugarloaf Mills P&R,XPRESS-400031,411|412|413|414|415,4.02,true,true,true
30319,"DeKalb County, GA",245,25,33.875954,-84.334763,BROOKHAVEN-OGLETHORPE STATION,MARTA-BROOKHAVEN-OGLETHORPE,1.12,Indian Trail Park and Ride,XPRESS-420032,415|416,9.87,false,true,false
30290,"Fayette County, GA",243,24,33.476407,-84.589704,AIRPORT STATION,MARTA-AIRPORT,14.03,Newnan Park and Ride,XPRESS-400015,453,9.19,true,true,true
30157,"Paulding County, GA",241,24,33.884746,-84.871949,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,24.79,Hiram Park and Ride,XPRESS-400011,476,7.61,true,true,true
30224,"Spalding County, GA",237,24,33.204432,-84.239735,AIRPORT STATION,MARTA-AIRPORT,32.40,McDonough Park and Ride,XPRESS-400014,430,15.06,true,false,false
30022,"Fulton County, GA",236,24,34.026085,-84.247433,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,8.44,Indian Trail Park and Ride,XPRESS-420032,415|416,7.83,false,true,false
30039,"Gwinnett County, GA",234,23,33.799244,-84.034408,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,11.38,Hewatt Rd Park and Ride,XPRESS-400010,419,3.13,true,true,true
30152,"Cobb County, GA",234,23,33.991564,-84.646870,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,16.91,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,4.97,true,true,true
30043,"Gwinnett County, GA",230,23,34.010038,-84.005043,DORAVILLE STATION,MARTA-DORAVILLE,17.46,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,4.89,true,true,true
30328,"Fulton County, GA",224,22,33.933259,-84.386656,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,1.86,Indian Trail Park and Ride,XPRESS-420032,415|416,12.12,false,false,false
30013,"Rockdale County, GA",221,22,33.642603,-83.971853,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,17.22,West Conyers Park and Ride (DT),XPRESS-400025,426,5.81,true,true,true
30052,"Gwinnett County, GA",221,22,33.817047,-83.897315,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,19.34,Snellville Park and Ride,XPRESS-400019,419,7.20,true,true,true
30096,"Gwinnett County, GA",219,22,33.974302,-84.145384,DORAVILLE STATION,MARTA-DORAVILLE,9.21,Xpress Sugarloaf Mills P&R,XPRESS-400031,411|412|413|414|415,3.51,false,true,false
30316,"Fulton County, GA",218,22,33.716794,-84.331343,INMAN PARK-REYNOLDSTOWN STATION,MARTA-INMAN-PARK-REYNOLDSTOWN,3.06,Panola Rd Park and Ride,XPRESS-400016,426,9.13,false,true,false
30188,"Cherokee County, GA",215,22,34.123533,-84.457654,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,13.63,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,9.32,true,true,true
30106,"Cobb County, GA",213,21,33.832880,-84.628055,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,10.59,Powder Springs Park and Ride,XPRESS-400017,476,4.85,true,true,true
30040,"Forsyth County, GA",210,21,34.223434,-84.176440,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,21.86,Cumming Park and Ride,XPRESS-400004,401,3.48,true,true,true
30076,"Fulton County, GA",210,21,34.028568,-84.311368,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,6.37,Indian Trail Park and Ride,XPRESS-420032,415|416,10.36,false,false,false
30033,"DeKalb County, GA",209,21,33.813689,-84.284377,AVONDALE STATION,MARTA-AVONDALE,2.65,Panola Rd Park and Ride,XPRESS-400016,426,10.00,false,true,false
30180,"Carroll County, GA",208,21,33.718878,-84.918801,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,25.93,West Douglas Park and Ride,XPRESS-400028,463,8.35,true,true,true
30338,"DeKalb County, GA",205,21,33.946218,-84.318119,SANDY SPRINGS STATION,MARTA-SANDY-SPRINGS,2.14,Indian Trail Park and Ride,XPRESS-420032,415|416,8.26,false,true,false
30068,"Cobb County, GA",199,20,33.968116,-84.431704,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,4.56,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,8.96,false,true,false
30132,"Paulding County, GA",199,20,33.977608,-84.851541,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,26.79,Hiram Park and Ride,XPRESS-400011,476,9.07,true,true,true
30350,"Fulton County, GA",199,20,33.980254,-84.330016,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,2.91,Indian Trail Park and Ride,XPRESS-420032,415|416,9.53,false,true,false
30306,"Fulton County, GA",197,20,33.788140,-84.352625,EDGEWOOD-CANDLER PARK STATION,MARTA-EDGEWOOD-CANDLER-PARK,1.94,Panola Rd Park and Ride,XPRESS-400016,426,11.89,false,false,false
30114,"Cherokee County, GA",196,20,34.243544,-84.535815,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,23.04,Hickory Grove Park and Ride,XPRESS-400030,484,13.01,true,false,false
30294,"Henry County, GA",196,20,33.636692,-84.264986,EAST LAKE STATION,MARTA-EAST-LAKE,9.30,Stockbridge Park and Ride,XPRESS-400020,430,6.17,false,true,false
30075,"Fulton County, GA",194,19,34.052688,-84.391587,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,7.72,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,10.44,false,false,false
30342,"Fulton County, GA",193,19,33.884350,-84.374964,MEDICAL CENTER STATION,MARTA-MEDICAL-CENTER,2.26,Indian Trail Park and Ride,XPRESS-420032,415|416,11.87,false,false,false
30021,"DeKalb County, GA",191,19,33.807995,-84.238975,KENSINGTON STATION,MARTA-KENSINGTON,2.55,Panola Rd Park and Ride,XPRESS-400016,426,8.22,false,true,false
30014,"Newton County, GA",190,19,33.587193,-83.822173,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,26.60,West Conyers Park and Ride (DT),XPRESS-400025,426,15.22,true,false,false
30317,"DeKalb County, GA",190,19,33.747989,-84.315586,EAST LAKE STATION,MARTA-EAST-LAKE,1.20,Panola Rd Park and Ride,XPRESS-400016,426,8.76,false,true,false
30012,"Rockdale County, GA",189,19,33.717806,-84.002515,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,13.52,West Conyers Park and Ride (DT),XPRESS-400025,426,3.95,true,true,true
30233,"Butts County, GA",189,19,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94,McDonough Park and Ride,XPRESS-400014,430,14.56,true,false,false
30296,"Fulton County, GA",189,19,33.563160,-84.441157,AIRPORT STATION,MARTA-AIRPORT,5.36,Jonesboro Park and Ride,XPRESS-400012,441,5.29,false,true,false
30060,"Cobb County, GA",187,19,33.920062,-84.543100,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,10.79,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,7.55,true,true,true
30329,"DeKalb County, GA",186,19,33.827245,-84.322148,LENOX STATION,MARTA-LENOX,2.42,Indian Trail Park and Ride,XPRESS-420032,415|416,11.00,false,false,false
30168,"Cobb County, GA",184,18,33.783542,-84.588106,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,7.10,Douglas MMTC Park and Ride,XPRESS-400006,463,8.40,false,true,false
30341,"DeKalb County, GA",181,18,33.888505,-84.289532,CHAMBLEE STATION,MARTA-CHAMBLEE,0.94,Indian Trail Park and Ride,XPRESS-420032,415|416,7.14,false,true,false
30024,"Gwinnett County, GA",179,18,34.063485,-84.091100,DORAVILLE STATION,MARTA-DORAVILLE,15.55,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,5.54,true,true,true
30078,"Gwinnett County, GA",178,18,33.861019,-84.017993,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,13.67,Snellville Park and Ride,XPRESS-400019,419,0.52,true,true,true
30008,"Cobb County, GA",176,18,33.900567,-84.590924,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,12.26,Powder Springs Park and Ride,XPRESS-400017,476,6.74,true,true,true
30041,"Forsyth County, GA",175,18,34.196222,-84.096676,DORAVILLE STATION,MARTA-DORAVILLE,22.86,Cumming Park and Ride,XPRESS-400004,401,2.79,true,true,true
30268,"Fulton County, GA",170,17,33.546430,-84.722632,AIRPORT STATION,MARTA-AIRPORT,17.19,Newnan Park and Ride,XPRESS-400015,453,9.86,true,true,true
30307,"DeKalb County, GA",167,17,33.771079,-84.333600,EDGEWOOD-CANDLER PARK STATION,MARTA-EDGEWOOD-CANDLER-PARK,0.76,Panola Rd Park and Ride,XPRESS-400016,426,10.36,false,false,false
30084,"DeKalb County, GA",157,16,33.854097,-84.216155,DORAVILLE STATION,MARTA-DORAVILLE,5.00,Indian Trail Park and Ride,XPRESS-420032,415|416,5.73,false,true,false
30345,"DeKalb County, GA",155,16,33.851652,-84.283685,CHAMBLEE STATION,MARTA-CHAMBLEE,2.80,Indian Trail Park and Ride,XPRESS-420032,415|416,8.23,false,true,false
30004,"Fulton County, GA",153,15,34.145635,-84.291881,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,14.38,Cumming Park and Ride,XPRESS-400004,401,8.91,true,true,true
30115,"Cherokee County, GA",151,15,34.215519,-84.402426,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,18.89,Cumming Park and Ride,XPRESS-400004,401,15.05,true,false,false
30045,"Gwinnett County, GA",143,14,33.936518,-83.927669,DORAVILLE STATION,MARTA-DORAVILLE,20.39,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,4.46,true,true,true
30093,"Gwinnett County, GA",140,14,33.908911,-84.179240,DORAVILLE STATION,MARTA-DORAVILLE,5.85,Indian Trail Park and Ride,XPRESS-420032,415|416,1.46,false,true,false
30327,"Fulton County, GA",138,14,33.869694,-84.417300,BUCKHEAD STATION,MARTA-BUCKHEAD,3.22,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,13.98,false,false,false
30288,"Clayton County, GA",134,13,33.652897,-84.327107,LAKEWOOD-FT MCPHERSON STATION,MARTA-LAKEWOOD-FT-MCPHERSON,6.71,Stockbridge Park and Ride,XPRESS-400020,430,7.75,false,true,false
30518,"Gwinnett County, GA",134,13,34.133822,-84.022599,DORAVILLE STATION,MARTA-DORAVILLE,21.77,I-985 at GA 20 (Buford) Park and Ride,XPRESS-400033,411|412,3.71,true,true,true
30326,"Fulton County, GA",132,13,33.849615,-84.363508,BUCKHEAD STATION,MARTA-BUCKHEAD,0.27,Indian Trail Park and Ride,XPRESS-420032,415|416,12.13,false,false,false
30189,"Cherokee County, GA",126,13,34.124224,-84.570679,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,17.41,Hickory Grove Park and Ride,XPRESS-400030,484,4.66,true,true,true
30141,"Paulding County, GA",124,12,33.860444,-84.769846,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,18.73,Hiram Park and Ride,XPRESS-400011,476,2.46,true,true,true
30519,"Gwinnett County, GA",124,12,34.087410,-83.945059,DORAVILLE STATION,MARTA-DORAVILLE,23.09,Hamilton Mill Park and Ride,XPRESS-400008,413|414,1.59,true,true,true
30259,"Coweta County, GA",122,12,33.265699,-84.741743,AIRPORT STATION,MARTA-AIRPORT,31.00,Newnan Park and Ride,XPRESS-400015,453,9.60,true,true,true
30019,"Gwinnett County, GA",121,12,33.975634,-83.883769,DORAVILLE STATION,MARTA-DORAVILLE,23.32,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,2.08,true,true,true
30046,"Gwinnett County, GA",120,12,33.949702,-83.993451,DORAVILLE STATION,MARTA-DORAVILLE,16.80,Xpress Sugarloaf Mills P&R,XPRESS-400031,411|412|413|414|415,5.57,true,true,true
30116,"Carroll County, GA",120,12,33.539118,-84.995610,AIRPORT STATION,MARTA-AIRPORT,32.39,West Douglas Park and Ride,XPRESS-400028,463,18.03,true,false,false
30017,"Gwinnett County, GA",117,12,33.888722,-83.963687,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,17.32,Snellville Park and Ride,XPRESS-400019,419,3.78,true,true,true
30340,"DeKalb County, GA",117,12,33.897873,-84.252804,DORAVILLE STATION,MARTA-DORAVILLE,1.64,Indian Trail Park and Ride,XPRESS-420032,415|416,4.96,false,true,false
30120,"Bartow County, GA",115,12,34.175229,-84.860036,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,32.89,Hickory Grove Park and Ride,XPRESS-400030,484,16.07,true,false,false
30281,"Clayton County, GA",115,12,33.556897,-84.195159,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,14.85,Stockbridge Park and Ride,XPRESS-400020,430,4.86,true,true,true
30215,"Clayton County, GA",114,11,33.391613,-84.456432,AIRPORT STATION,MARTA-AIRPORT,17.21,Jonesboro Park and Ride,XPRESS-400012,441,10.66,true,false,false
30005,"Fulton County, GA",112,11,34.089050,-84.217019,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,12.81,Cumming Park and Ride,XPRESS-400004,401,7.70,true,true,true
30092,"Gwinnett County, GA",112,11,33.972386,-84.231986,DORAVILLE STATION,MARTA-DORAVILLE,5.58,Indian Trail Park and Ride,XPRESS-420032,415|416,4.38,false,true,false
30117,"Carroll County, GA",112,11,33.581851,-85.132439,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,39.63,West Douglas Park and Ride,XPRESS-400028,463,22.84,true,false,false
30220,"Coweta County, GA",112,11,33.230839,-84.824860,AIRPORT STATION,MARTA-AIRPORT,35.75,Newnan Park and Ride,XPRESS-400015,453,13.31,true,false,false
30187,"Douglas County, GA",111,11,33.652761,-84.856249,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,23.31,West Douglas Park and Ride,XPRESS-400028,463,6.81,true,true,true
30313,"Fulton County, GA",109,11,33.763613,-84.397670,DOME-GWCC-PHILIPS ARENA-CNN STATION,MARTA-DOME-GWCC-PHILIPS-ARENA-CNN,0.51,Panola Rd Park and Ride,XPRESS-400016,426,13.57,false,false,false
30906,"Richmond County, GA",103,10,33.346732,-81.967703,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,133.46,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,120.27,true,false,false
30240,"Troup County, GA",100,10,33.036764,-85.120092,AIRPORT STATION,MARTA-AIRPORT,57.04,Newnan Park and Ride,XPRESS-400015,453,34.19,true,false,false
30292,"Pike County, GA",94,9,33.168489,-84.393225,AIRPORT STATION,MARTA-AIRPORT,32.76,McDonough Park and Ride,XPRESS-400014,430,21.08,true,false,false
30680,"Barrow County, GA",91,9,33.995173,-83.697488,DORAVILLE STATION,MARTA-DORAVILLE,34.04,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,12.01,true,false,false
30134,"Paulding County, GA",88,9,33.777520,-84.781390,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,17.98,West Douglas Park and Ride,XPRESS-400028,463,3.77,true,true,true
30180,"Douglas County, GA",84,8,33.718878,-84.918801,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,25.93,West Douglas Park and Ride,XPRESS-400028,463,8.35,true,true,true
30307,"Fulton County, GA",81,8,33.771079,-84.333600,EDGEWOOD-CANDLER PARK STATION,MARTA-EDGEWOOD-CANDLER-PARK,0.76,Panola Rd Park and Ride,XPRESS-400016,426,10.36,false,false,false
30102,"Cherokee County, GA",79,8,34.101625,-84.645168,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,19.73,Hickory Grove Park and Ride,XPRESS-400030,484,3.11,true,true,true
30121,"Bartow County, GA",78,8,34.211854,-84.776930,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.29,Hickory Grove Park and Ride,XPRESS-400030,484,13.81,true,false,false
30286,"Upson County, GA",78,8,32.881118,-84.333168,AIRPORT STATION,MARTA-AIRPORT,52.88,McDonough Park and Ride,XPRESS-400014,430,38.05,true,false,false
30024,"Forsyth County, GA",77,8,34.063485,-84.091100,DORAVILLE STATION,MARTA-DORAVILLE,15.55,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,5.54,true,true,true
30097,"Fulton County, GA",77,8,34.026335,-84.145677,DORAVILLE STATION,MARTA-DORAVILLE,11.54,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,4.60,true,true,true
30097,"Gwinnett County, GA",76,8,34.026335,-84.145677,DORAVILLE STATION,MARTA-DORAVILLE,11.54,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,4.60,true,true,true
30306,"DeKalb County, GA",75,8,33.788140,-84.352625,EDGEWOOD-CANDLER PARK STATION,MARTA-EDGEWOOD-CANDLER-PARK,1.94,Panola Rd Park and Ride,XPRESS-400016,426,11.89,false,false,false
30071,"Gwinnett County, GA",74,7,33.940652,-84.206734,DORAVILLE STATION,MARTA-DORAVILLE,5.00,Indian Trail Park and Ride,XPRESS-420032,415|416,1.95,false,true,false
31029,"Monroe County, GA",74,7,33.043571,-83.935350,AIRPORT STATION,MARTA-AIRPORT,50.70,McDonough Park and Ride,XPRESS-400014,430,29.45,true,false,false
30002,"DeKalb County, GA",72,7,33.773335,-84.261667,KENSINGTON STATION,MARTA-KENSINGTON,0.56,Panola Rd Park and Ride,XPRESS-400016,426,7.06,false,true,false
30087,"Gwinnett County, GA",72,7,33.791402,-84.098277,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,7.68,Hewatt Rd Park and Ride,XPRESS-400010,419,3.98,false,true,false
30268,"Coweta County, GA",72,7,33.546430,-84.722632,AIRPORT STATION,MARTA-AIRPORT,17.19,Newnan Park and Ride,XPRESS-400015,453,9.86,true,true,true
30241,"Troup County, GA",71,7,33.021712,-84.956230,AIRPORT STATION,MARTA-AIRPORT,51.91,Newnan Park and Ride,XPRESS-400015,453,29.63,true,false,false
30303,"Fulton County, GA",70,7,33.752845,-84.390226,FIVE POINTS STATION,MARTA-FIVE-POINTS,0.11,Panola Rd Park and Ride,XPRESS-400016,426,12.94,false,false,false
30102,"Cobb County, GA",69,7,34.101625,-84.645168,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,19.73,Hickory Grove Park and Ride,XPRESS-400030,484,3.11,true,true,true
30363,"Fulton County, GA",69,7,33.791478,-84.398892,ARTS CENTER STATION,MARTA-ARTS-CENTER,0.68,Panola Rd Park and Ride,XPRESS-400016,426,14.35,false,false,false
30205,"Fayette County, GA",68,7,33.267427,-84.475116,AIRPORT STATION,MARTA-AIRPORT,25.83,Newnan Park and Ride,XPRESS-400015,453,17.14,true,false,false
30236,"Henry County, GA",68,7,33.519927,-84.325187,AIRPORT STATION,MARTA-AIRPORT,10.86,Jonesboro Park and Ride,XPRESS-400012,441,2.15,true,true,true
30288,"DeKalb County, GA",68,7,33.652897,-84.327107,LAKEWOOD-FT MCPHERSON STATION,MARTA-LAKEWOOD-FT-MCPHERSON,6.71,Stockbridge Park and Ride,XPRESS-400020,430,7.75,false,true,false
30009,"Fulton County, GA",65,7,34.078136,-84.303424,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,9.72,Cumming Park and Ride,XPRESS-400004,401,11.67,false,false,false
30204,"Lamar County, GA",65,7,33.056208,-84.121725,AIRPORT STATION,MARTA-AIRPORT,44.51,McDonough Park and Ride,XPRESS-400014,430,25.16,true,false,false
30813,"Columbia County, GA",65,7,33.466744,-82.228209,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,117.03,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,103.23,true,false,false
30028,"Forsyth County, GA",63,6,34.293159,-84.175907,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,26.22,Cumming Park and Ride,XPRESS-400004,401,7.93,true,true,true
30052,"Walton County, GA",63,6,33.817047,-83.897315,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,19.34,Snellville Park and Ride,XPRESS-400019,419,7.20,true,true,true
30809,"Columbia County, GA",62,6,33.558527,-82.171185,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,119.26,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,104.23,true,false,false
30230,"Troup County, GA",61,6,33.166737,-84.920497,AIRPORT STATION,MARTA-AIRPORT,42.66,Newnan Park and Ride,XPRESS-400015,453,19.95,true,false,false
30534,"Dawson County, GA",60,6,34.431100,-84.144329,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,35.75,Cumming Park and Ride,XPRESS-400004,401,17.23,true,false,false
30360,"DeKalb County, GA",59,6,33.933885,-84.272034,DORAVILLE STATION,MARTA-DORAVILLE,2.22,Indian Trail Park and Ride,XPRESS-420032,415|416,5.55,false,true,false
30054,"Newton County, GA",57,6,33.678353,-83.882960,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,20.89,West Conyers Park and Ride (DT),XPRESS-400025,426,10.13,true,false,false
31907,"Muscogee County, GA",57,6,32.484404,-84.899945,AIRPORT STATION,MARTA-AIRPORT,84.09,Newnan Park and Ride,XPRESS-400015,453,64.34,true,false,false
30084,"Gwinnett County, GA",55,6,33.854097,-84.216155,DORAVILLE STATION,MARTA-DORAVILLE,5.00,Indian Trail Park and Ride,XPRESS-420032,415|416,5.73,false,true,false
30909,"Richmond County, GA",53,5,33.470481,-82.083045,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.21,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,110.98,true,false,false
30075,"Cobb County, GA",52,5,34.052688,-84.391587,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,7.72,Town Center/Big Shanty Park and Ride,XPRESS-400023,484,10.44,false,false,false
30127,"Paulding County, GA",52,5,33.875084,-84.699340,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,15.60,Powder Springs Park and Ride,XPRESS-400017,476,0.54,true,true,true
30257,"Lamar County, GA",52,5,33.143414,-84.186220,AIRPORT STATION,MARTA-AIRPORT,37.48,McDonough Park and Ride,XPRESS-400014,430,18.90,true,false,false
30815,"Richmond County, GA",52,5,33.284927,-82.072213,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,128.68,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,116.50,true,false,false
30655,"Walton County, GA",51,5,33.780196,-83.692512,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,30.84,Snellville Park and Ride,XPRESS-400019,419,19.18,true,false,false
30206,"Pike County, GA",49,5,33.096064,-84.458259,AIRPORT STATION,MARTA-AIRPORT,37.63,Newnan Park and Ride,XPRESS-400015,453,26.19,true,false,false
30101,"Paulding County, GA",47,5,34.034515,-84.707349,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,20.99,Hickory Grove Park and Ride,XPRESS-400030,484,5.88,true,true,true
30143,"Pickens County, GA",47,5,34.462756,-84.425227,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.01,Cumming Park and Ride,XPRESS-400004,401,25.25,true,false,false
30179,"Carroll County, GA",47,5,33.781553,-85.014782,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,31.37,West Douglas Park and Ride,XPRESS-400028,463,14.43,true,false,false
30295,"Pike County, GA",47,5,33.090342,-84.317583,AIRPORT STATION,MARTA-AIRPORT,38.73,McDonough Park and Ride,XPRESS-400014,430,23.90,true,false,false
30222,"Meriwether County, GA",46,5,33.037153,-84.734670,AIRPORT STATION,MARTA-AIRPORT,44.89,Newnan Park and Ride,XPRESS-400015,453,25.34,true,false,false
30542,"Hall County, GA",46,5,34.179847,-83.910081,DORAVILLE STATION,MARTA-DORAVILLE,28.59,Hamilton Mill Park and Ride,XPRESS-400008,413|414,7.26,true,true,true
30217,"Heard County, GA",45,5,33.291347,-85.137886,AIRPORT STATION,MARTA-AIRPORT,46.60,Newnan Park and Ride,XPRESS-400015,453,25.17,true,false,false
30507,"Hall County, GA",44,4,34.264685,-83.769391,DORAVILLE STATION,MARTA-DORAVILLE,38.50,Hamilton Mill Park and Ride,XPRESS-400008,413|414,15.72,true,false,false
30501,"Hall County, GA",43,4,34.319037,-83.814399,DORAVILLE STATION,MARTA-DORAVILLE,39.24,Hamilton Mill Park and Ride,XPRESS-400008,413|414,17.93,true,false,false
30907,"Columbia County, GA",43,4,33.523712,-82.085665,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,124.47,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,109.65,true,false,false
30504,"Hall County, GA",41,4,34.266502,-83.888646,DORAVILLE STATION,MARTA-DORAVILLE,33.70,Hamilton Mill Park and Ride,XPRESS-400008,413|414,13.35,true,false,false
31088,"Houston County, GA",41,4,32.586171,-83.655082,AIRPORT STATION,MARTA-AIRPORT,86.04,McDonough Park and Ride,XPRESS-400014,430,64.99,true,false,false
30506,"Hall County, GA",40,4,34.346938,-83.895627,DORAVILLE STATION,MARTA-DORAVILLE,37.79,Cumming Park and Ride,XPRESS-400004,401,18.13,true,false,false
30606,"Clarke County, GA",40,4,33.940299,-83.433583,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,47.16,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,27.43,true,false,false
30281,"Rockdale County, GA",39,4,33.556897,-84.195159,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,14.85,Stockbridge Park and Ride,XPRESS-400020,430,4.86,true,true,true
30319,"Fulton County, GA",39,4,33.875954,-84.334763,BROOKHAVEN-OGLETHORPE STATION,MARTA-BROOKHAVEN-OGLETHORPE,1.12,Indian Trail Park and Ride,XPRESS-420032,415|416,9.87,false,true,false
30605,"Clarke County, GA",39,4,33.904289,-83.325592,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,52.69,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,33.96,true,false,false
