home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles,nearest_xpress_park_ride,nearest_xpress_node_code,nearest_xpress_route_ids,distance_to_xpress_miles,outside_marta_10_miles,xpress_access_within_10_miles,xpress_extension_candidate
31523,"Glynn County, GA",5,1,31.212645,-81.616811,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,233.22,McDonough Park and Ride,XPRESS-400014,430,213.57,true,false,false
31632,"Lowndes County, GA",5,1,30.986260,-83.354900,AIRPORT STATION,MARTA-AIRPORT,194.15,McDonough Park and Ride,XPRESS-400014,430,174.75,true,false,false
31750,"Ben Hill County, GA",5,1,31.736465,-83.215037,AIRPORT STATION,MARTA-AIRPORT,149.77,McDonough Park and Ride,XPRESS-400014,430,129.01,true,false,false
31757,"Thomas County, GA",5,1,30.871395,-83.903125,AIRPORT STATION,MARTA-AIRPORT,193.94,McDonough Park and Ride,XPRESS-400014,430,176.63,true,false,false
30014,"Walton County, GA",4,1,33.587193,-83.822173,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,26.60,West Conyers Park and Ride (DT),XPRESS-400025,426,15.22,true,false,false
30113,"Haralson County, GA",4,1,33.850746,-85.205308,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,42.76,West Douglas Park and Ride,XPRESS-400028,463,26.31,true,false,false
30143,"Dawson County, GA",4,1,34.462756,-84.425227,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.01,Cumming Park and Ride,XPRESS-400004,401,25.25,true,false,false
30173,"Floyd County, GA",4,1,34.133121,-85.153505,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,47.13,Hiram Park and Ride,XPRESS-400011,476,29.26,true,false,false
30185,"Douglas County, GA",4,1,33.519802,-84.918098,AIRPORT STATION,MARTA-AIRPORT,28.42,Newnan Park and Ride,XPRESS-400015,453,13.81,true,false,false
30252,"Rockdale County, GA",4,1,33.473512,-84.057165,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,22.75,McDonough Park and Ride,XPRESS-400014,430,8.15,true,true,true
30439,"Candler County, GA",4,1,32.416717,-82.070375,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,156.07,McDonough Park and Ride,XPRESS-400014,430,140.58,true,false,false
30519,"Hall County, GA",4,1,34.087410,-83.945059,DORAVILLE STATION,MARTA-DORAVILLE,23.09,Hamilton Mill Park and Ride,XPRESS-400008,413|414,1.59,true,true,true
30529,"Banks County, GA",4,1,34.217179,-83.482653,DORAVILLE STATION,MARTA-DORAVILLE,50.60,Hamilton Mill Park and Ride,XPRESS-400008,413|414,26.95,true,false,false
30530,"Banks County, GA",4,1,34.222921,-83.393799,DORAVILLE STATION,MARTA-DORAVILLE,55.39,Hamilton Mill Park and Ride,XPRESS-400008,413|414,31.86,true,false,false
30534,"Lumpkin County, GA",4,1,34.431100,-84.144329,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,35.75,Cumming Park and Ride,XPRESS-400004,401,17.23,true,false,false
30541,"Fannin County, GA",4,1,34.917258,-84.517744,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,67.82,Cumming Park and Ride,XPRESS-400004,401,55.13,true,false,false
30558,"Jackson County, GA",4,1,34.264049,-83.566829,DORAVILLE STATION,MARTA-DORAVILLE,47.89,Hamilton Mill Park and Ride,XPRESS-400008,413|414,24.12,true,false,false
30559,"Fannin County, GA",4,1,34.957860,-84.274335,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,70.16,Cumming Park and Ride,XPRESS-400004,401,54.15,true,false,false
30565,"Jackson County, GA",4,1,34.086204,-83.411482,DORAVILLE STATION,MARTA-DORAVILLE,51.39,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,29.01,true,false,false
30609,"Clarke County, GA",4,1,33.933102,-83.372322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,50.46,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,30.98,true,false,false
30683,"Clarke County, GA",4,1,33.946841,-83.257109,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,57.11,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,37.41,true,false,false
30740,"Whitfield County, GA",4,1,34.757368,-85.072012,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,69.39,Hickory Grove Park and Ride,XPRESS-400030,484,54.49,true,false,false
30742,"Catoosa County, GA",4,1,34.935597,-85.244842,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,85.12,Hickory Grove Park and Ride,XPRESS-400030,484,70.06,true,false,false
30752,"Dade County, GA",4,0,34.914982,-85.537961,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,94.98,Hickory Grove Park and Ride,XPRESS-400030,484,78.88,true,false,false
30816,"Burke County, GA",4,0,33.163379,-82.176208,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.54,West Conyers Park and Ride (DT),XPRESS-400025,426,114.40,true,false,false
30817,"Lincoln County, GA",4,0,33.778388,-82.430194,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,103.33,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,86.06,true,false,false
31008,"Crawford County, GA",4,0,32.665355,-83.786087,AIRPORT STATION,MARTA-AIRPORT,77.45,McDonough Park and Ride,XPRESS-400014,430,56.74,true,false,false
31044,"Twiggs County, GA",4,0,32.656173,-83.390884,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,90.94,McDonough Park and Ride,XPRESS-400014,430,69.70,true,false,false
31075,"Laurens County, GA",4,0,32.360956,-82.954646,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.16,McDonough Park and Ride,XPRESS-400014,430,101.92,true,false,false
31092,"Dooly County, GA",4,0,32.089661,-83.782665,AIRPORT STATION,MARTA-AIRPORT,113.87,McDonough Park and Ride,XPRESS-400014,430,94.58,true,false,false
31302,"Chatham County, GA",4,0,32.125813,-81.340394,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.38,McDonough Park and Ride,XPRESS-400014,430,187.60,true,false,false
31411,"Chatham County, GA",4,0,31.937542,-81.034252,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,224.53,McDonough Park and Ride,XPRESS-400014,430,209.61,true,false,false
31503,"Ware County, GA",4,0,31.176879,-82.401293,AIRPORT STATION,MARTA-AIRPORT,207.84,McDonough Park and Ride,XPRESS-400014,430,186.43,true,false,false
31545,"Wayne County, GA",4,0,31.572560,-81.990861,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,199.99,McDonough Park and Ride,XPRESS-400014,430,180.36,true,false,false
31620,"Cook County, GA",4,0,31.117296,-83.434236,AIRPORT STATION,MARTA-AIRPORT,184.07,McDonough Park and Ride,XPRESS-400014,430,164.77,true,false,false
31709,"Sumter County, GA",4,0,32.046416,-84.149578,AIRPORT STATION,MARTA-AIRPORT,111.48,McDonough Park and Ride,XPRESS-400014,430,94.71,true,false,false
31791,"Worth County, GA",4,0,31.528949,-83.894253,AIRPORT STATION,MARTA-AIRPORT,149.39,McDonough Park and Ride,XPRESS-400014,430,131.51,true,false,false
31831,"Harris County, GA",4,0,32.666859,-84.704799,AIRPORT STATION,MARTA-AIRPORT,68.92,Newnan Park and Ride,XPRESS-400015,453,50.92,true,false,false
39845,"Seminole County, GA",4,0,30.951450,-84.892724,AIRPORT STATION,MARTA-AIRPORT,187.62,Newnan Park and Ride,XPRESS-400015,453,169.72,true,false,false
30024,"Fulton County, GA",3,0,34.063485,-84.091100,DORAVILLE STATION,MARTA-DORAVILLE,15.55,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,5.54,true,true,true
30106,"Douglas County, GA",3,0,33.832880,-84.628055,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,10.59,Powder Springs Park and Ride,XPRESS-400017,476,4.85,true,true,true
30124,"Floyd County, GA",3,0,34.133736,-85.345827,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,56.65,Hiram Park and Ride,XPRESS-400011,476,38.75,true,false,false
30147,"Floyd County, GA",3,0,34.134940,-85.222060,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,50.51,Hiram Park and Ride,XPRESS-400011,476,32.59,true,false,false
30170,"Heard County, GA",3,0,33.432792,-85.164674,AIRPORT STATION,MARTA-AIRPORT,43.80,Newnan Park and Ride,XPRESS-400015,453,25.54,true,false,false
30177,"Pickens County, GA",3,0,34.407133,-84.373997,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,31.97,Cumming Park and Ride,XPRESS-400004,401,20.43,true,false,false
30285,"Pike County, GA",3,0,32.987673,-84.258191,AIRPORT STATION,MARTA-AIRPORT,46.40,McDonough Park and Ride,XPRESS-400014,430,29.99,true,false,false
30322,"DeKalb County, GA",3,0,33.794605,-84.325247,EAST LAKE STATION,MARTA-EAST-LAKE,2.15,Panola Rd Park and Ride,XPRESS-400016,426,10.81,false,false,false
30337,"Clayton County, GA",3,0,33.640147,-84.450081,AIRPORT STATION,MARTA-AIRPORT,0.23,Jonesboro Park and Ride,XPRESS-400012,441,9.47,false,true,false
30401,"Emanuel County, GA",3,0,32.604730,-82.347998,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,135.33,McDonough Park and Ride,XPRESS-400014,430,120.12,true,false,false
30427,"Tattnall County, GA",3,0,31.922905,-81.962446,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,183.30,McDonough Park and Ride,XPRESS-400014,430,165.25,true,false,false
30467,"Screven County, GA",3,0,32.753793,-81.603534,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,167.16,West Conyers Park and Ride (DT),XPRESS-400025,426,155.84,true,false,false
30474,"Toombs County, GA",3,0,32.223996,-82.413685,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,149.92,McDonough Park and Ride,XPRESS-400014,430,131.62,true,false,false
30520,"Hart County, GA",3,0,34.339924,-83.082702,DORAVILLE STATION,MARTA-DORAVILLE,74.90,Hamilton Mill Park and Ride,XPRESS-400008,413|414,51.31,true,false,false
30521,"Franklin County, GA",3,0,34.362448,-83.292322,DORAVILLE STATION,MARTA-DORAVILLE,64.85,Hamilton Mill Park and Ride,XPRESS-400008,413|414,41.07,true,false,false
30538,"Stephens County, GA",3,0,34.500986,-83.263844,DORAVILLE STATION,MARTA-DORAVILLE,71.32,Hamilton Mill Park and Ride,XPRESS-400008,413|414,47.70,true,false,false
30552,"Rabun County, GA",3,0,34.773831,-83.470714,DORAVILLE STATION,MARTA-DORAVILLE,75.89,Hamilton Mill Park and Ride,XPRESS-400008,413|414,54.68,true,false,false
30576,"Rabun County, GA",3,0,34.834589,-83.452139,DORAVILLE STATION,MARTA-DORAVILLE,79.88,Hamilton Mill Park and Ride,XPRESS-400008,413|414,58.89,true,false,false
30582,"Towns County, GA",3,0,34.956451,-83.909789,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,74.41,Cumming Park and Ride,XPRESS-400004,401,55.14,true,false,false
30622,"Oconee County, GA",3,0,33.921282,-83.530830,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,41.43,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,22.22,true,false,false
30624,"Elbert County, GA",3,0,34.181024,-83.037941,DORAVILLE STATION,MARTA-DORAVILLE,73.72,Hamilton Mill Park and Ride,XPRESS-400008,413|414,51.07,true,false,false
30625,"Morgan County, GA",3,0,33.520284,-83.333530,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,54.34,West Conyers Park and Ride (DT),XPRESS-400025,426,43.28,true,false,false
30630,"Oglethorpe County, GA",3,0,33.900360,-83.145329,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,62.87,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,44.18,true,false,false
30634,"Elbert County, GA",3,0,34.202177,-82.942226,DORAVILLE STATION,MARTA-DORAVILLE,79.38,Hamilton Mill Park and Ride,XPRESS-400008,413|414,56.69,true,false,false
30648,"Oglethorpe County, GA",3,0,33.870769,-83.038175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,68.73,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,50.59,true,false,false
30663,"Morgan County, GA",3,0,33.615505,-83.600295,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,37.71,West Conyers Park and Ride (DT),XPRESS-400025,426,26.82,true,false,false
30710,"Whitfield County, GA",3,0,34.938823,-84.917315,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,75.74,Hickory Grove Park and Ride,XPRESS-400030,484,62.76,true,false,false
30731,"Chattooga County, GA",3,0,34.564178,-85.471885,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,76.71,Hickory Grove Park and Ride,XPRESS-400030,484,59.94,true,false,false
30734,"Pickens County, GA",3,0,34.532804,-84.714916,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,45.48,Hickory Grove Park and Ride,XPRESS-400030,484,32.78,true,false,false
30741,"Catoosa County, GA",3,0,34.952695,-85.281295,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,87.31,Hickory Grove Park and Ride,XPRESS-400030,484,72.15,true,false,false
31002,"Emanuel County, GA",3,0,32.554049,-82.595322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,126.45,McDonough Park and Ride,XPRESS-400014,430,109.55,true,false,false
31002,"Johnson County, GA",3,0,32.554049,-82.595322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,126.45,McDonough Park and Ride,XPRESS-400014,430,109.55,true,false,false
31033,"Jones County, GA",3,0,33.079307,-83.434007,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,66.18,McDonough Park and Ride,XPRESS-400014,430,49.07,true,false,false
31096,"Johnson County, GA",3,0,32.723291,-82.707266,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,113.86,McDonough Park and Ride,XPRESS-400014,430,97.88,true,false,false
31097,"Upson County, GA",3,0,32.890411,-84.166895,AIRPORT STATION,MARTA-AIRPORT,54.28,McDonough Park and Ride,XPRESS-400014,430,36.38,true,false,false
31217,"Jones County, GA",3,0,32.844147,-83.500044,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,76.58,McDonough Park and Ride,XPRESS-400014,430,55.85,true,false,false
31315,"Liberty County, GA",3,0,31.887679,-81.606009,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,200.26,McDonough Park and Ride,XPRESS-400014,430,183.31,true,false,false
31320,"Liberty County, GA",3,0,31.765504,-81.368411,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,216.33,McDonough Park and Ride,XPRESS-400014,430,199.56,true,false,false
31321,"Bryan County, GA",3,0,32.185062,-81.659794,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,184.85,McDonough Park and Ride,XPRESS-400014,430,169.37,true,false,false
31329,"Effingham County, GA",3,0,32.427261,-81.350003,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,190.73,McDonough Park and Ride,XPRESS-400014,430,177.86,true,false,false
31501,"Ware County, GA",3,0,31.227596,-82.347944,AIRPORT STATION,MARTA-AIRPORT,206.79,McDonough Park and Ride,XPRESS-400014,430,185.30,true,false,false
31513,"Appling County, GA",3,0,31.777421,-82.346004,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,175.84,McDonough Park and Ride,XPRESS-400014,430,155.70,true,false,false
31537,"Charlton County, GA",3,0,30.926545,-82.176473,AIRPORT STATION,MARTA-AIRPORT,229.64,McDonough Park and Ride,XPRESS-400014,430,208.20,true,false,false
31636,"Lowndes County, GA",3,0,30.730986,-83.111372,AIRPORT STATION,MARTA-AIRPORT,215.65,McDonough Park and Ride,XPRESS-400014,430,195.86,true,false,false
31643,"Brooks County, GA",3,0,30.773089,-83.556898,AIRPORT STATION,MARTA-AIRPORT,204.83,McDonough Park and Ride,XPRESS-400014,430,186.29,true,false,false
31701,"Dougherty County, GA",3,0,31.573054,-84.154783,AIRPORT STATION,MARTA-AIRPORT,143.85,McDonough Park and Ride,XPRESS-400014,430,127.41,true,false,false
31714,"Turner County, GA",3,0,31.708107,-83.678402,AIRPORT STATION,MARTA-AIRPORT,140.79,McDonough Park and Ride,XPRESS-400014,430,121.64,true,false,false
31779,"Mitchell County, GA",3,0,31.090181,-84.191684,AIRPORT STATION,MARTA-AIRPORT,176.84,McDonough Park and Ride,XPRESS-400014,430,160.76,true,false,false
31780,"Sumter County, GA",3,0,32.027683,-84.391222,AIRPORT STATION,MARTA-AIRPORT,111.48,McDonough Park and Ride,XPRESS-400014,430,96.76,true,false,false
31793,"Tift County, GA",3,0,31.461884,-83.581210,AIRPORT STATION,MARTA-AIRPORT,158.74,McDonough Park and Ride,XPRESS-400014,430,139.53,true,false,false
31808,"Muscogee County, GA",3,0,32.631610,-85.010550,AIRPORT STATION,MARTA-AIRPORT,76.98,Newnan Park and Ride,XPRESS-400015,453,55.89,true,false,false
31820,"Harris County, GA",3,0,32.575774,-84.829099,AIRPORT STATION,MARTA-AIRPORT,76.83,Newnan Park and Ride,XPRESS-400015,453,57.53,true,false,false
31822,"Harris County, GA",3,0,32.864979,-84.910348,AIRPORT STATION,MARTA-AIRPORT,59.92,Newnan Park and Ride,XPRESS-400015,453,38.77,true,false,false
31833,"Harris County, GA",3,0,32.842900,-85.091845,AIRPORT STATION,MARTA-AIRPORT,66.55,Newnan Park and Ride,XPRESS-400015,453,44.23,true,false,false
31901,"Muscogee County, GA",3,0,32.464350,-84.980144,AIRPORT STATION,MARTA-AIRPORT,86.95,Newnan Park and Ride,XPRESS-400015,453,66.59,true,false,false
31905,"Chattahoochee County, GA",3,0,32.372789,-84.843361,AIRPORT STATION,MARTA-AIRPORT,90.57,Newnan Park and Ride,XPRESS-400015,453,71.57,true,false,false
39817,"Decatur County, GA",3,0,30.947881,-84.593427,AIRPORT STATION,MARTA-AIRPORT,186.24,Newnan Park and Ride,XPRESS-400015,453,169.85,true,false,false
39825,"Decatur County, GA",3,0,30.930767,-84.740763,AIRPORT STATION,MARTA-AIRPORT,188.02,Newnan Park and Ride,XPRESS-400015,453,170.87,true,false,false
30028,"Cherokee County, GA",2,0,34.293159,-84.175907,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,26.22,Cumming Park and Ride,XPRESS-400004,401,7.93,true,true,true
30040,"Cherokee County, GA",2,0,34.223434,-84.176440,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,21.86,Cumming Park and Ride,XPRESS-400004,401,3.48,true,true,true
30055,"Jasper County, GA",2,0,33.497411,-83.749784,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,33.40,West Conyers Park and Ride (DT),XPRESS-400025,426,22.03,true,false,false
30101,"Bartow County, GA",2,0,34.034515,-84.707349,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,20.99,Hickory Grove Park and Ride,XPRESS-400030,484,5.88,true,true,true
30104,"Polk County, GA",2,0,34.088874,-85.070382,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,41.48,Hiram Park and Ride,XPRESS-400011,476,23.62,true,false,false
30105,"Floyd County, GA",2,0,34.432548,-85.172442,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,57.51,Hickory Grove Park and Ride,XPRESS-400030,484,40.82,true,false,false
30122,"Cobb County, GA",2,0,33.766909,-84.641356,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,9.91,Douglas MMTC Park and Ride,XPRESS-400006,463,5.14,false,true,false
30139,"Pickens County, GA",2,0,34.432341,-84.705495,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,39.13,Hickory Grove Park and Ride,XPRESS-400030,484,25.87,true,false,false
30148,"Pickens County, GA",2,0,34.460490,-84.265701,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.02,Cumming Park and Ride,XPRESS-400004,401,20.51,true,false,false
30149,"Floyd County, GA",2,0,34.316789,-85.220289,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,55.65,Hickory Grove Park and Ride,XPRESS-400030,484,38.85,true,false,false
30175,"Gilmer County, GA",2,0,34.534915,-84.526711,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.92,Hickory Grove Park and Ride,XPRESS-400030,484,32.76,true,false,false
30179,"Haralson County, GA",2,0,33.781553,-85.014782,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,31.37,West Douglas Park and Ride,XPRESS-400028,463,14.43,true,false,false
30223,"Henry County, GA",2,0,33.288794,-84.279919,AIRPORT STATION,MARTA-AIRPORT,26.13,McDonough Park and Ride,XPRESS-400014,430,10.52,true,false,false
30229,"Coweta County, GA",2,0,33.227934,-84.570341,AIRPORT STATION,MARTA-AIRPORT,29.39,Newnan Park and Ride,XPRESS-400015,453,15.01,true,false,false
30248,"Butts County, GA",2,0,33.350460,-84.109119,AIRPORT STATION,MARTA-AIRPORT,27.91,McDonough Park and Ride,XPRESS-400014,430,6.19,true,true,true
30263,"Heard County, GA",2,0,33.388415,-84.858937,AIRPORT STATION,MARTA-AIRPORT,29.48,Newnan Park and Ride,XPRESS-400015,453,7.91,true,true,true
30272,"Fulton County, GA",2,0,33.623122,-84.501756,AIRPORT STATION,MARTA-AIRPORT,3.42,Jonesboro Park and Ride,XPRESS-400012,441,10.55,false,false,false
30317,"Fulton County, GA",2,0,33.747989,-84.315586,EAST LAKE STATION,MARTA-EAST-LAKE,1.20,Panola Rd Park and Ride,XPRESS-400016,426,8.76,false,true,false
30334,"Fulton County, GA",2,0,33.748652,-84.387894,GEORGIA STATE STATION,MARTA-GEORGIA-STATE,0.15,Panola Rd Park and Ride,XPRESS-400016,426,12.74,false,false,false
30415,"Bulloch County, GA",2,0,32.324484,-81.603497,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,181.93,McDonough Park and Ride,XPRESS-400014,430,167.54,true,false,false
30417,"Evans County, GA",2,0,32.170468,-81.920992,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,173.53,McDonough Park and Ride,XPRESS-400014,430,157.00,true,false,false
30428,"Wheeler County, GA",2,0,32.224545,-82.715130,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,138.20,McDonough Park and Ride,XPRESS-400014,430,118.46,true,false,false
30434,"Jefferson County, GA",2,0,33.024570,-82.366309,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,119.17,West Conyers Park and Ride (DT),XPRESS-400025,426,107.83,true,false,false
30445,"Montgomery County, GA",2,0,32.165598,-82.580717,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,146.35,McDonough Park and Ride,XPRESS-400014,430,126.95,true,false,false
30454,"Laurens County, GA",2,0,32.436077,-82.730358,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,126.57,McDonough Park and Ride,XPRESS-400014,430,108.04,true,false,false
30477,"Jefferson County, GA",2,0,32.862554,-82.400822,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.78,McDonough Park and Ride,XPRESS-400014,430,109.89,true,false,false
30511,"Banks County, GA",2,0,34.449686,-83.486693,DORAVILLE STATION,MARTA-DORAVILLE,59.07,Hamilton Mill Park and Ride,XPRESS-400008,413|414,35.86,true,false,false
30511,"Habersham County, GA",2,0,34.449686,-83.486693,DORAVILLE STATION,MARTA-DORAVILLE,59.07,Hamilton Mill Park and Ride,XPRESS-400008,413|414,35.86,true,false,false
30516,"Hart County, GA",2,0,34.380913,-83.030697,DORAVILLE STATION,MARTA-DORAVILLE,78.76,Hamilton Mill Park and Ride,XPRESS-400008,413|414,55.10,true,false,false
30520,"Franklin County, GA",2,0,34.339924,-83.082702,DORAVILLE STATION,MARTA-DORAVILLE,74.90,Hamilton Mill Park and Ride,XPRESS-400008,413|414,51.31,true,false,false
30522,"Gilmer County, GA",2,0,34.783680,-84.343730,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,57.98,Cumming Park and Ride,XPRESS-400004,401,43.14,true,false,false
30533,"Hall County, GA",2,0,34.570958,-84.013764,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,47.51,Cumming Park and Ride,XPRESS-400004,401,27.87,true,false,false
30557,"Franklin County, GA",2,0,34.479752,-83.184905,DORAVILLE STATION,MARTA-DORAVILLE,74.25,Hamilton Mill Park and Ride,XPRESS-400008,413|414,50.50,true,false,false
30619,"Oglethorpe County, GA",2,0,33.855797,-83.244711,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,56.84,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,39.24,true,false,false
30627,"Oglethorpe County, GA",2,0,33.972176,-82.963748,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,73.94,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,54.07,true,false,false
30656,"Barrow County, GA",2,0,33.862137,-83.716175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,30.14,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,14.45,true,false,false
30660,"Wilkes County, GA",2,0,33.782663,-82.931267,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,74.56,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,57.92,true,false,false
30662,"Hart County, GA",2,0,34.266966,-83.137564,DORAVILLE STATION,MARTA-DORAVILLE,70.10,Hamilton Mill Park and Ride,XPRESS-400008,413|414,46.74,true,false,false
30665,"Greene County, GA",2,0,33.537349,-83.073991,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,68.37,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,57.50,true,false,false
30666,"Oconee County, GA",2,0,33.962087,-83.584602,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,39.30,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,18.65,true,false,false
30668,"Wilkes County, GA",2,0,33.895747,-82.697208,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,88.37,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,69.71,true,false,false
30669,"Greene County, GA",2,0,33.676431,-83.118117,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,64.19,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,50.46,true,false,false
30725,"Walker County, GA",2,0,34.924777,-85.352675,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,88.34,Hickory Grove Park and Ride,XPRESS-400030,484,72.80,true,false,false
30734,"Gordon County, GA",2,0,34.532804,-84.714916,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,45.48,Hickory Grove Park and Ride,XPRESS-400030,484,32.78,true,false,false
30735,"Whitfield County, GA",2,0,34.602883,-84.882661,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,54.48,Hickory Grove Park and Ride,XPRESS-400030,484,40.18,true,false,false
30808,"McDuffie County, GA",2,0,33.384114,-82.391923,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,109.08,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,96.90,true,false,false
30813,"Richmond County, GA",2,0,33.466744,-82.228209,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,117.03,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,103.23,true,false,false
30909,"Columbia County, GA",2,0,33.470481,-82.083045,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.21,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,110.98,true,false,false
31008,"Houston County, GA",2,0,32.665355,-83.786087,AIRPORT STATION,MARTA-AIRPORT,77.45,McDonough Park and Ride,XPRESS-400014,430,56.74,true,false,false
31014,"Bleckley County, GA",2,0,32.415886,-83.349077,AIRPORT STATION,MARTA-AIRPORT,105.82,McDonough Park and Ride,XPRESS-400014,430,84.34,true,false,false
31020,"Twiggs County, GA",2,0,32.654482,-83.498453,AIRPORT STATION,MARTA-AIRPORT,87.45,McDonough Park and Ride,XPRESS-400014,430,65.87,true,false,false
